                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    792,                0.39343,                0.49215,                0.23092,                0.80191,                0.94871,                0.93533,                0.97003,                0.87301,                0.94841,                0.93503,                0.96939,                0.75384,                0.52134,                0.97497,                0.27862,                0.88878,              0.0021691,              0.0021691,              0.0021691
                    793,                0.39742,                0.49717,                0.23123,                0.80157,                0.94891,                0.93496,                0.97006,                0.87302,                 0.9478,                  0.935,                0.96936,                0.75383,                0.52157,                0.97411,                0.27868,                0.88894,              0.0021592,              0.0021592,              0.0021592
                    794,                0.39349,                0.49241,                0.22933,                0.80218,                0.94816,                0.93574,                0.97002,                0.87287,                0.94745,                0.93522,                0.96931,                0.75371,                0.52167,                0.97539,                0.27865,                0.88903,              0.0021493,              0.0021493,              0.0021493
                    795,                0.38897,                0.48585,                0.22884,                0.80079,                0.94791,                0.93588,                0.97008,                0.87286,                0.94718,                0.93555,                0.96937,                 0.7536,                0.52176,                0.97563,                 0.2786,                0.88917,              0.0021394,              0.0021394,              0.0021394
                    796,                0.40514,                0.50622,                0.23469,                0.80206,                0.94749,                  0.936,                0.97012,                0.87297,                 0.9467,                0.93578,                0.96942,                0.75368,                0.52147,                0.97543,                0.27837,                0.88899,              0.0021295,              0.0021295,              0.0021295
                    797,                0.38862,                0.47919,                 0.2279,                0.80086,                0.94724,                0.93592,                0.97002,                0.87305,                0.94705,                0.93574,                0.96944,                0.75348,                 0.5213,                0.97571,                0.27857,                0.88878,              0.0021196,              0.0021196,              0.0021196
                    798,                0.39671,                0.48954,                0.23209,                0.80053,                0.94807,                0.93544,                0.97019,                0.87295,                0.94779,                0.93548,                0.96956,                0.75343,                0.52131,                0.97679,                 0.2786,                0.88875,              0.0021097,              0.0021097,              0.0021097
                    799,                0.38825,                0.48384,                0.22827,                0.80067,                 0.9477,                0.93581,                0.97013,                 0.8731,                 0.9472,                0.93589,                0.96948,                0.75363,                0.52143,                  0.977,                0.27866,                0.88889,              0.0020998,              0.0020998,              0.0020998
                    800,                0.39798,                0.49564,                0.23148,                0.80005,                0.94912,                 0.9351,                0.97014,                0.87304,                 0.9484,                0.93499,                0.96943,                0.75347,                0.52139,                0.97802,                0.27846,                0.88902,              0.0020899,              0.0020899,              0.0020899
                    801,                0.40015,                0.49866,                0.23316,                0.80123,                0.94928,                0.93522,                0.97008,                0.87289,                0.94834,                0.93518,                 0.9696,                0.75351,                0.52157,                0.97899,                0.27828,                0.88914,                0.00208,                0.00208,                0.00208
                    802,                0.39541,                0.49062,                0.22975,                0.80046,                0.94876,                0.93566,                0.97008,                 0.8727,                0.94808,                0.93499,                0.96939,                0.75333,                0.52173,                0.97969,                0.27821,                0.88942,              0.0020701,              0.0020701,              0.0020701
                    803,                0.39285,                0.48938,                0.23022,                0.80118,                0.94882,                0.93533,                0.97008,                0.87278,                0.94882,                 0.9348,                0.96943,                0.75328,                0.52164,                0.97983,                0.27822,                0.88955,              0.0020602,              0.0020602,              0.0020602
                    804,                0.39747,                0.49756,                0.23174,                0.80023,                0.94964,                0.93444,                0.97019,                0.87285,                0.94844,                0.93492,                0.96936,                 0.7535,                0.52147,                0.97959,                0.27831,                0.88941,              0.0020503,              0.0020503,              0.0020503
                    805,                0.39062,                0.48509,                0.23077,                0.79989,                0.94775,                0.93633,                0.97002,                0.87299,                0.94709,                0.93645,                 0.9695,                0.75384,                0.52137,                0.97942,                0.27827,                0.88926,              0.0020404,              0.0020404,              0.0020404
                    806,                0.38966,                0.48269,                0.22844,                0.79983,                0.94824,                0.93604,                0.97009,                0.87291,                0.94755,                0.93585,                0.96946,                0.75376,                0.52125,                0.97895,                0.27824,                 0.8893,              0.0020305,              0.0020305,              0.0020305
                    807,                0.39407,                0.48894,                0.23036,                0.80136,                0.94889,                 0.9354,                0.97006,                0.87302,                0.94694,                 0.9367,                0.96948,                0.75405,                0.52112,                0.97908,                 0.2783,                0.88916,              0.0020206,              0.0020206,              0.0020206
                    808,                0.40164,                0.49968,                0.23283,                0.80199,                0.94853,                0.93533,                0.96998,                0.87292,                 0.9484,                0.93495,                0.96958,                0.75431,                0.52086,                 0.9795,                0.27841,                0.88899,              0.0020107,              0.0020107,              0.0020107
                    809,                0.39566,                0.49155,                0.23098,                0.80002,                 0.9485,                0.93551,                 0.9699,                0.87296,                0.94854,                0.93555,                0.96942,                0.75402,                0.52097,                0.98011,                0.27858,                0.88915,              0.0020008,              0.0020008,              0.0020008
                    810,                0.39509,                0.49347,                0.23041,                0.80125,                0.94761,                0.93633,                0.96998,                 0.8731,                0.94931,                0.93436,                0.96951,                0.75426,                0.52093,                0.98074,                0.27855,                0.88923,              0.0019909,              0.0019909,              0.0019909
                    811,                0.39541,                0.49787,                0.22992,                0.80209,                0.94725,                0.93618,                0.96991,                0.87326,                0.94822,                0.93485,                0.96948,                0.75425,                0.52097,                0.98008,                0.27836,                 0.8893,               0.001981,               0.001981,               0.001981
                    812,                0.39988,                0.49812,                0.23201,                0.80041,                0.94663,                0.93642,                0.96999,                 0.8732,                0.94831,                0.93469,                0.96953,                0.75404,                0.52094,                0.97928,                0.27846,                0.88926,              0.0019711,              0.0019711,              0.0019711
                    813,                0.39255,                0.48945,                0.22925,                  0.801,                0.94735,                0.93603,                0.97001,                0.87316,                0.94809,                0.93585,                0.96963,                  0.754,                0.52099,                0.97907,                 0.2785,                0.88935,              0.0019612,              0.0019612,              0.0019612
                    814,                0.40031,                0.50452,                0.23224,                0.80258,                 0.9474,                 0.9363,                 0.9701,                0.87309,                0.94822,                0.93551,                0.96946,                0.75363,                0.52087,                0.97846,                0.27839,                0.88911,              0.0019513,              0.0019513,              0.0019513
                    815,                0.39819,                0.49929,                0.23228,                0.80107,                0.94764,                0.93603,                0.97015,                0.87327,                0.94798,                 0.9357,                0.96951,                0.75352,                0.52067,                0.97828,                0.27839,                0.88893,              0.0019414,              0.0019414,              0.0019414
                    816,                0.39401,                 0.4907,                 0.2302,                0.80016,                0.94772,                0.93555,                0.97017,                0.87329,                0.94833,                0.93551,                0.96966,                0.75361,                 0.5205,                0.97859,                0.27841,                0.88873,              0.0019315,              0.0019315,              0.0019315
                    817,                0.39035,                 0.4897,                0.22889,                0.80166,                 0.9475,                0.93537,                0.97011,                0.87314,                0.94858,                 0.9354,                0.96986,                0.75351,                0.52076,                0.97844,                0.27838,                 0.8889,              0.0019216,              0.0019216,              0.0019216
                    818,                0.39088,                0.48389,                0.22912,                0.80009,                0.94739,                0.93537,                 0.9702,                 0.8733,                0.94795,                0.93592,                0.96982,                0.75359,                0.52069,                0.97851,                0.27838,                0.88892,              0.0019117,              0.0019117,              0.0019117
                    819,                 0.3961,                0.49627,                0.23154,                0.80053,                0.94727,                0.93522,                0.97016,                0.87328,                0.94764,                0.93611,                0.96984,                0.75358,                0.52066,                0.97855,                0.27844,                 0.8889,              0.0019018,              0.0019018,              0.0019018
                    820,                0.39557,                0.49316,                0.23124,                0.79996,                0.94735,                0.93522,                0.97013,                0.87321,                0.94776,                0.93563,                0.96955,                0.75334,                0.52048,                0.97886,                0.27857,                0.88873,              0.0018919,              0.0018919,              0.0018919
                    821,                 0.3962,                0.49222,                 0.2302,                0.80197,                0.94792,                0.93473,                0.97007,                0.87322,                0.94823,                  0.935,                0.96959,                 0.7534,                0.52024,                0.97853,                0.27837,                0.88859,               0.001882,               0.001882,               0.001882
                    822,                0.39045,                0.48695,                0.22708,                0.79878,                0.94699,                0.93587,                0.97011,                0.87315,                0.94758,                0.93559,                0.96942,                0.75317,                0.52018,                0.97884,                0.27834,                0.88862,              0.0018721,              0.0018721,              0.0018721
                    823,                0.39569,                0.49225,                0.23063,                0.80047,                 0.9473,                0.93567,                0.97021,                0.87319,                0.94769,                0.93511,                0.96945,                 0.7532,                0.52012,                0.97959,                0.27811,                0.88864,              0.0018622,              0.0018622,              0.0018622
                    824,                0.39105,                0.48934,                0.22917,                0.80072,                0.94752,                0.93518,                0.97008,                0.87336,                0.94756,                0.93522,                0.96944,                0.75356,                0.52038,                0.97978,                0.27828,                0.88883,              0.0018523,              0.0018523,              0.0018523
                    825,                 0.3971,                0.49736,                0.23026,                 0.8004,                0.94873,                0.93372,                0.97013,                0.87317,                0.94666,                0.93563,                0.96943,                0.75348,                0.52037,                0.97993,                0.27846,                0.88879,              0.0018424,              0.0018424,              0.0018424
                    826,                0.39437,                0.49153,                0.23022,                0.80098,                0.94886,                0.93321,                0.96993,                0.87324,                0.94677,                0.93578,                0.96929,                 0.7533,                0.52041,                0.97917,                0.27851,                0.88893,              0.0018325,              0.0018325,              0.0018325
                    827,                0.39234,                0.49192,                0.23039,                0.80042,                0.94892,                0.93256,                0.96986,                0.87314,                0.94676,                0.93581,                0.96926,                0.75332,                0.52027,                0.97904,                0.27848,                0.88891,              0.0018226,              0.0018226,              0.0018226
                    828,                0.39482,                0.48957,                0.22956,                0.79942,                0.94665,                0.93574,                0.97005,                0.87312,                0.94601,                0.93644,                0.96924,                0.75318,                0.52029,                0.97947,                0.27838,                0.88894,              0.0018127,              0.0018127,              0.0018127
                    829,                0.39238,                0.48749,                0.22902,                0.79904,                0.94598,                0.93631,                0.97011,                0.87301,                0.94605,                0.93655,                0.96931,                0.75312,                0.52038,                 0.9799,                 0.2783,                0.88905,              0.0018028,              0.0018028,              0.0018028
                    830,                0.39307,                0.48912,                0.22884,                0.80015,                0.94621,                0.93626,                0.97003,                0.87303,                0.94629,                0.93633,                0.96917,                0.75321,                0.52033,                0.97973,                0.27831,                0.88909,              0.0017929,              0.0017929,              0.0017929
                    831,                0.39219,                0.48816,                0.22887,                0.80102,                 0.9463,                0.93644,                0.97012,                0.87312,                0.94573,                0.93652,                0.96913,                0.75336,                0.52041,                0.98047,                0.27828,                0.88929,               0.001783,               0.001783,               0.001783
                    832,                0.39197,                0.48418,                0.22878,                0.80035,                0.94758,                0.93555,                0.97012,                0.87313,                0.94818,                0.93459,                0.96918,                0.75308,                0.52044,                 0.9807,                0.27823,                 0.8893,              0.0017731,              0.0017731,              0.0017731
                    833,                0.39372,                0.49249,                0.22873,                0.80167,                0.94656,                  0.936,                0.97014,                0.87317,                0.94639,                0.93597,                0.96917,                0.75311,                0.52046,                0.98098,                 0.2783,                0.88928,              0.0017632,              0.0017632,              0.0017632
                    834,                0.39111,                0.49145,                0.22819,                0.80245,                0.94711,                0.93551,                0.96995,                0.87327,                0.94799,                0.93451,                0.96933,                0.75305,                0.52031,                0.98057,                0.27843,                 0.8892,              0.0017533,              0.0017533,              0.0017533
                    835,                0.39898,                0.49272,                0.23015,                0.79982,                0.94662,                 0.9357,                0.97014,                 0.8735,                0.94716,                0.93514,                 0.9694,                  0.753,                0.52028,                0.98059,                0.27847,                0.88914,              0.0017434,              0.0017434,              0.0017434
                    836,                0.38366,                0.47495,                 0.2246,                0.79925,                0.94625,                0.93615,                0.97013,                 0.8735,                0.94657,                0.93548,                 0.9694,                0.75291,                0.52016,                0.98029,                0.27857,                0.88901,              0.0017335,              0.0017335,              0.0017335
                    837,                0.38776,                0.48047,                0.22703,                0.79869,                0.94663,                0.93574,                0.97014,                0.87339,                0.94639,                0.93537,                0.96925,                 0.7532,                0.52026,                0.97978,                0.27845,                0.88914,              0.0017236,              0.0017236,              0.0017236
                    838,                 0.3963,                0.49704,                0.23074,                0.80092,                0.94668,                 0.9354,                0.97012,                0.87328,                0.94764,                0.93409,                0.96938,                0.75319,                 0.5204,                0.97975,                0.27841,                 0.8893,              0.0017137,              0.0017137,              0.0017137
                    839,                0.38827,                0.48704,                0.22805,                0.80114,                0.94843,                0.93346,                0.97015,                0.87331,                0.94828,                0.93331,                0.96934,                 0.7533,                0.52042,                0.98049,                0.27859,                0.88934,              0.0017038,              0.0017038,              0.0017038
                    840,                0.39016,                 0.4855,                0.22722,                 0.7998,                0.94878,                0.93359,                0.97014,                0.87298,                0.94885,                0.93256,                 0.9692,                0.75275,                0.52068,                0.98046,                0.27852,                0.88934,              0.0016939,              0.0016939,              0.0016939
                    841,                 0.3926,                0.49014,                0.22897,                0.80048,                0.94816,                0.93422,                 0.9701,                0.87292,                0.94789,                0.93396,                0.96925,                0.75296,                 0.5206,                0.98032,                0.27872,                 0.8893,               0.001684,               0.001684,               0.001684
                    842,                  0.394,                0.48863,                0.22894,                0.80059,                0.94819,                0.93407,                0.97003,                0.87293,                0.94796,                0.93385,                0.96914,                0.75294,                0.52052,                0.98015,                 0.2786,                0.88939,              0.0016741,              0.0016741,              0.0016741
                    843,                  0.396,                0.49339,                0.22948,                0.80131,                0.94802,                0.93451,                0.97002,                0.87296,                0.94783,                0.93411,                0.96908,                0.75292,                0.52054,                0.98038,                0.27862,                0.88939,              0.0016642,              0.0016642,              0.0016642
                    844,                0.39371,                 0.4947,                0.22936,                0.80135,                0.94828,                0.93465,                0.97008,                0.87296,                0.94768,                0.93421,                0.96892,                0.75301,                0.52041,                0.97993,                0.27852,                0.88937,              0.0016543,              0.0016543,              0.0016543
                    845,                0.39531,                0.49527,                0.23058,                 0.8006,                0.94853,                0.93394,                0.97004,                0.87304,                0.94774,                0.93402,                0.96903,                0.75304,                0.52054,                0.98004,                0.27846,                0.88952,              0.0016444,              0.0016444,              0.0016444
                    846,                 0.3934,                0.48509,                  0.228,                0.79913,                0.94847,                0.93392,                0.97011,                0.87307,                0.94798,                0.93376,                0.96898,                 0.7529,                0.52045,                0.98082,                0.27845,                0.88947,              0.0016345,              0.0016345,              0.0016345
                    847,                0.38675,                0.48547,                0.22784,                 0.8008,                0.94783,                0.93487,                0.97015,                0.87295,                0.94754,                 0.9348,                0.96905,                0.75295,                0.52032,                0.98051,                0.27857,                0.88925,              0.0016246,              0.0016246,              0.0016246
                    848,                0.39388,                0.49298,                0.22968,                0.80116,                0.94912,                0.93368,                 0.9702,                0.87298,                0.94729,                 0.9347,                0.96909,                0.75311,                0.52038,                0.98086,                0.27864,                0.88923,              0.0016147,              0.0016147,              0.0016147
                    849,                0.39154,                0.48652,                0.22813,                0.80029,                0.94833,                0.93399,                0.97003,                  0.873,                0.94745,                 0.9345,                0.96913,                0.75254,                0.52044,                0.98101,                0.27845,                0.88929,              0.0016048,              0.0016048,              0.0016048
                    850,                0.39119,                0.48708,                0.22762,                0.79974,                 0.9484,                0.93399,                0.97004,                0.87279,                0.94807,                0.93402,                0.96911,                0.75295,                0.52048,                0.98056,                0.27859,                0.88936,              0.0015949,              0.0015949,              0.0015949
                    851,                0.38604,                0.47945,                 0.2255,                0.79948,                0.94823,                0.93425,                0.97027,                0.87291,                0.94788,                 0.9344,                0.96924,                0.75307,                0.52065,                0.98021,                0.27855,                0.88948,               0.001585,               0.001585,               0.001585
                    852,                0.39821,                0.49722,                0.23134,                0.80098,                0.94827,                0.93425,                0.97017,                0.87275,                0.94804,                0.93403,                0.96918,                0.75275,                 0.5207,                0.97991,                0.27877,                0.88933,              0.0015751,              0.0015751,              0.0015751
                    853,                0.38866,                0.48656,                0.22723,                0.80081,                0.94838,                0.93398,                0.97023,                0.87275,                0.94839,                0.93381,                0.96924,                0.75271,                0.52065,                0.98008,                0.27873,                 0.8894,              0.0015652,              0.0015652,              0.0015652
                    854,                0.38968,                0.48683,                0.22783,                 0.7985,                 0.9496,                0.93344,                0.97027,                0.87277,                0.94984,                0.93255,                0.96917,                0.75279,                0.52072,                0.98036,                 0.2788,                 0.8895,              0.0015553,              0.0015553,              0.0015553
                    855,                0.39394,                0.49799,                0.22905,                0.80201,                0.94973,                0.93325,                 0.9703,                0.87267,                0.94989,                0.93259,                 0.9691,                0.75227,                0.52062,                0.98096,                0.27902,                0.88945,              0.0015454,              0.0015454,              0.0015454
                    856,                0.38969,                0.48019,                0.22634,                0.79914,                0.95001,                0.93307,                0.97029,                0.87275,                0.95015,                0.93225,                0.96896,                0.75247,                0.52084,                0.98198,                0.27894,                0.88949,              0.0015355,              0.0015355,              0.0015355
                    857,                0.38965,                0.48946,                0.22705,                0.80146,                0.95064,                0.93255,                 0.9703,                0.87264,                0.95093,                 0.9319,                0.96928,                0.75252,                0.52078,                0.98157,                0.27902,                 0.8894,              0.0015256,              0.0015256,              0.0015256
                    858,                0.39308,                0.48647,                0.22853,                0.79908,                0.95043,                 0.9327,                0.97029,                0.87267,                0.95049,                0.93251,                0.96918,                0.75237,                0.52071,                0.98196,                0.27889,                0.88939,              0.0015157,              0.0015157,              0.0015157
                    859,                0.38721,                0.47832,                0.22602,                0.79878,                0.95027,                0.93307,                0.97036,                0.87266,                0.95022,                0.93274,                0.96919,                0.75271,                0.52077,                0.98221,                0.27888,                0.88942,              0.0015058,              0.0015058,              0.0015058
                    860,                0.38628,                0.48372,                0.22558,                0.79959,                0.94986,                0.93348,                 0.9703,                0.87274,                0.94981,                0.93325,                 0.9691,                 0.7529,                0.52069,                0.98254,                0.27888,                0.88945,              0.0014959,              0.0014959,              0.0014959
                    861,                0.38897,                0.48727,                0.22772,                0.80096,                0.94872,                0.93416,                0.97032,                0.87272,                0.94963,                0.93325,                 0.9691,                0.75249,                0.52059,                0.98298,                0.27887,                0.88945,               0.001486,               0.001486,               0.001486
                    862,                0.38915,                0.48866,                0.22735,                0.80173,                0.94853,                0.93518,                0.97037,                0.87284,                0.94927,                0.93333,                0.96916,                0.75297,                0.52044,                0.98268,                0.27878,                0.88945,              0.0014761,              0.0014761,              0.0014761
                    863,                0.39111,                0.48971,                 0.2279,                0.80141,                0.94861,                0.93491,                0.97028,                0.87267,                0.94922,                0.93385,                0.96918,                0.75268,                0.52034,                0.98299,                0.27872,                0.88948,              0.0014662,              0.0014662,              0.0014662
                    864,                 0.3896,                0.48596,                0.22629,                0.80023,                0.94918,                0.93409,                0.97027,                0.87287,                0.94918,                0.93353,                0.96911,                0.75261,                0.52023,                0.98294,                0.27867,                0.88941,              0.0014563,              0.0014563,              0.0014563
                    865,                0.38956,                0.48447,                 0.2277,                0.79909,                0.94954,                0.93388,                0.97024,                0.87279,                0.94945,                0.93347,                0.96921,                 0.7525,                0.52017,                0.98322,                0.27864,                0.88946,              0.0014464,              0.0014464,              0.0014464
                    866,                0.38921,                0.48607,                0.22684,                0.80173,                0.95016,                0.93375,                0.97021,                0.87284,                0.94936,                0.93373,                0.96909,                0.75241,                0.52018,                0.98338,                0.27859,                0.88952,              0.0014365,              0.0014365,              0.0014365
                    867,                0.39102,                0.48792,                0.22794,                0.79905,                0.95012,                0.93381,                0.97007,                0.87281,                 0.9496,                0.93366,                0.96908,                0.75241,                0.52016,                 0.9833,                0.27861,                0.88954,              0.0014266,              0.0014266,              0.0014266
                    868,                0.38797,                0.48485,                0.22625,                0.79983,                 0.9513,                0.93341,                0.97012,                 0.8729,                0.95126,                 0.9327,                0.96906,                0.75203,                0.52026,                0.98358,                 0.2787,                0.88972,              0.0014167,              0.0014167,              0.0014167
                    869,                0.38933,                0.48293,                0.22644,                 0.7992,                0.95112,                0.93356,                0.96999,                0.87279,                0.95151,                0.93266,                0.96914,                0.75226,                0.52002,                0.98373,                0.27865,                0.88962,              0.0014068,              0.0014068,              0.0014068
                    870,                0.38138,                0.47633,                0.22326,                0.79911,                0.95121,                0.93382,                0.97009,                0.87288,                0.95115,                 0.9327,                0.96907,                0.75208,                0.51999,                0.98447,                0.27868,                0.88961,              0.0013969,              0.0013969,              0.0013969
                    871,                0.38883,                0.48532,                0.22637,                0.79987,                0.95074,                0.93411,                0.96999,                0.87283,                0.95064,                0.93326,                0.96915,                0.75204,                0.51997,                0.98495,                0.27851,                0.88963,               0.001387,               0.001387,               0.001387
                    872,                0.38588,                0.47639,                0.22497,                0.79928,                0.95038,                0.93399,                0.97002,                0.87293,                0.95076,                0.93285,                 0.9692,                  0.752,                0.52008,                0.98492,                0.27861,                0.88964,              0.0013771,              0.0013771,              0.0013771
                    873,                0.38644,                0.48025,                0.22548,                0.80021,                 0.9501,                0.93397,                0.97003,                0.87283,                0.95029,                0.93295,                 0.9691,                0.75219,                0.52008,                0.98502,                0.27856,                0.88969,              0.0013672,              0.0013672,              0.0013672
                    874,                0.38699,                0.47551,                0.22597,                0.79816,                0.94976,                0.93424,                0.97004,                0.87277,                0.95037,                0.93303,                0.96918,                0.75234,                0.52012,                0.98572,                 0.2787,                 0.8898,              0.0013573,              0.0013573,              0.0013573
                    875,                0.38598,                0.48347,                0.22507,                0.80028,                0.94972,                0.93373,                0.96995,                 0.8728,                0.94977,                0.93325,                0.96926,                0.75251,                0.52011,                0.98641,                0.27876,                0.88983,              0.0013474,              0.0013474,              0.0013474
                    876,                0.38628,                0.48472,                0.22686,                0.79964,                0.95029,                0.93362,                0.97006,                0.87295,                0.94991,                0.93325,                0.96931,                0.75229,                0.52029,                0.98764,                0.27865,                 0.8899,              0.0013375,              0.0013375,              0.0013375
                    877,                0.38467,                  0.475,                0.22474,                0.79869,                0.95044,                 0.9337,                0.96995,                0.87283,                0.94974,                0.93397,                0.96925,                0.75207,                0.52046,                0.98844,                 0.2787,                0.89007,              0.0013276,              0.0013276,              0.0013276
                    878,                0.38982,                0.48716,                0.22648,                0.79943,                0.95039,                0.93355,                0.96987,                 0.8727,                 0.9498,                0.93368,                0.96913,                0.75216,                0.52064,                0.98873,                0.27876,                 0.8903,              0.0013177,              0.0013177,              0.0013177
                    879,                0.39121,                0.49107,                0.22762,                0.80098,                 0.9501,                0.93382,                0.97003,                0.87267,                0.94958,                0.93385,                0.96916,                0.75245,                0.52064,                0.98897,                0.27887,                0.89024,              0.0013078,              0.0013078,              0.0013078
                    880,                0.38568,                0.47987,                0.22493,                0.79999,                0.94961,                0.93424,                0.97002,                0.87253,                0.94937,                 0.9336,                0.96921,                0.75242,                0.52086,                 0.9894,                0.27892,                0.89034,              0.0012979,              0.0012979,              0.0012979
                    881,                0.38647,                0.47921,                0.22684,                0.79963,                0.94941,                0.93418,                0.96998,                0.87252,                0.94903,                 0.9337,                0.96911,                0.75228,                0.52085,                0.98919,                0.27903,                 0.8903,               0.001288,               0.001288,               0.001288
                    882,                0.38462,                0.47844,                0.22546,                0.79899,                0.94978,                0.93351,                0.96997,                0.87245,                0.94984,                0.93304,                0.96903,                0.75206,                0.52091,                0.98969,                0.27905,                0.89042,              0.0012781,              0.0012781,              0.0012781
                    883,                0.39382,                 0.4898,                0.22801,                0.79999,                0.95012,                0.93314,                0.96999,                0.87245,                0.94998,                0.93251,                0.96895,                0.75194,                0.52092,                0.98986,                0.27899,                0.89052,              0.0012682,              0.0012682,              0.0012682
                    884,                0.38857,                0.48722,                0.22608,                0.79978,                0.95021,                0.93336,                0.96994,                 0.8723,                0.94997,                0.93214,                0.96898,                0.75211,                0.52107,                0.98952,                 0.2792,                0.89066,              0.0012583,              0.0012583,              0.0012583
                    885,                0.38876,                0.48521,                0.22719,                0.79938,                0.95007,                0.93341,                0.96991,                0.87238,                  0.951,                0.93143,                0.96904,                  0.752,                0.52095,                 0.9897,                0.27923,                0.89064,              0.0012484,              0.0012484,              0.0012484
